id,country_name,country_code,series,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3,Angola,AGO,GDP Per Capita,$557 ,$527 ,$872 ,$983 ,"$1,256 ","$1,902 ","$2,600 ","$3,122 ","$4,081 ","$3,123 ","$3,588 ","$4,615 ","$5,100 ","$5,255 ","$5,408 ","$4,167 ","$3,506 ","$4,096 ","$3,290 "
3,Benin,BEN,GDP Per Capita,$511 ,$518 ,$572 ,$710 ,$797 ,$822 ,$855 ,$965 ,"$1,121 ","$1,084 ","$1,037 ","$1,130 ","$1,145 ","$1,251 ","$1,291 ","$1,077 ","$1,087 ","$1,137 ","$1,241 "
3,Botswana,BWA,GDP Per Capita,"$3,522 ","$3,278 ","$3,191 ","$4,331 ","$5,074 ","$5,520 ","$5,516 ","$5,833 ","$5,714 ","$5,256 ","$6,435 ","$7,617 ","$7,070 ","$7,225 ","$7,781 ","$6,800 ","$7,244 ","$7,893 ","$8,280 "
3,Burkina Faso,BFA,GDP Per Capita,$255 ,$267 ,$293 ,$374 ,$418 ,$458 ,$473 ,$534 ,$641 ,$622 ,$648 ,$751 ,$758 ,$787 ,$793 ,$653 ,$688 ,$738 ,$820 
3,Burundi,BDI,GDP Per Capita,$136 ,$134 ,$123 ,$114 ,$128 ,$152 ,$167 ,$172 ,$198 ,$212 ,$234 ,$250 ,$252 ,$257 ,$275 ,$306 ,$282 ,$293 ,$272 
3,Cape Verde,CPV,GDP Per Capita,"$1,259 ","$1,292 ","$1,402 ","$1,809 ","$2,024 ","$2,099 ","$2,361 ","$3,187 ","$3,721 ","$3,517 ","$3,378 ","$3,740 ","$3,448 ","$3,616 ","$3,589 ","$3,043 ","$3,131 ","$3,293 ","$3,617 "
3,Cameroon,CMR,GDP Per Capita,$650 ,$651 ,$708 ,$866 ,"$1,010 ","$1,012 ","$1,062 ","$1,194 ","$1,372 ","$1,315 ","$1,287 ","$1,405 ","$1,355 ","$1,466 ","$1,543 ","$1,328 ","$1,364 ","$1,425 ","$1,534 "
3,Central African Republic,CAF,GDP Per Capita,$251 ,$250 ,$261 ,$294 ,$321 ,$331 ,$355 ,$404 ,$465 ,$475 ,$488 ,$552 ,$566 ,$380 ,$424 ,$377 ,$402 ,$451 ,$476 
3,Chad,TCD,GDP Per Capita,$166 ,$197 ,$220 ,$292 ,$454 ,$658 ,$710 ,$799 ,$926 ,$800 ,$893 ,$985 ,$967 ,$980 ,"$1,020 ",$776 ,$693 ,$666 ,$726 
3,Comoros,COM,GDP Per Capita,$646 ,$680 ,$744 ,$936 ,"$1,059 ","$1,069 ","$1,114 ","$1,238 ","$1,388 ","$1,339 ","$1,316 ","$1,448 ","$1,403 ","$1,505 ","$1,514 ","$1,243 ","$1,273 ","$1,324 ","$1,416 "
3,DR Congo,COD,GDP Per Capita,$405 ,$154 ,$175 ,$174 ,$194 ,$218 ,$255 ,$286 ,$328 ,$299 ,$334 ,$387 ,$425 ,$458 ,$487 ,$497 ,$471 ,$467 ,$557 
3,Congo,COG,GDP Per Capita,"$1,030 ",$868 ,$912 ,"$1,026 ","$1,324 ","$1,680 ","$2,064 ","$2,166 ","$2,956 ","$2,314 ","$2,812 ","$3,287 ","$3,032 ","$3,048 ","$2,997 ","$1,762 ","$1,815 ","$1,768 ","$2,224 "
3,Ivory Coast,CIV,GDP Per Capita,$651 ,$664 ,$717 ,$870 ,$921 ,$931 ,$949 ,"$1,061 ","$1,236 ","$1,210 ","$1,213 ","$1,209 ","$1,243 ","$1,416 ","$1,561 ","$1,973 ","$2,013 ","$2,111 ","$2,303 "
3,Equatorial Guinea,GNQ,GDP Per Capita,"$1,726 ","$2,313 ","$2,744 ","$3,619 ","$6,152 ","$10,963 ","$12,857 ","$15,908 ","$22,943 ","$16,668 ","$17,289 ","$21,642 ","$21,711 ","$20,391 ","$19,394 ","$11,283 ","$9,250 ","$9,668 ","$10,144 "
3,Eritrea,ERI,GDP Per Capita,$308 ,$317 ,$294 ,$335 ,$408 ,$389 ,$415 ,$440 ,$451 ,$595 ,$501 ,$643 , .. , .. , .. , .. , .. , .. , .. 
3,Swaziland,SWZ,GDP Per Capita,"$1,729 ","$1,522 ","$1,405 ","$2,149 ","$2,699 ","$3,084 ","$3,177 ","$3,327 ","$3,137 ","$3,386 ","$4,169 ","$4,497 ","$4,528 ","$4,230 ","$4,039 ","$3,690 ","$3,448 ","$3,953 ","$4,146 "
3,Ethiopia,ETH,GDP Per Capita,$124 ,$121 ,$112 ,$119 ,$136 ,$162 ,$195 ,$244 ,$326 ,$381 ,$342 ,$354 ,$467 ,$500 ,$567 ,$641 ,$717 ,$769 ,$772 
3,Gabon,GAB,GDP Per Capita,"$4,126 ","$3,990 ","$4,122 ","$4,922 ","$5,729 ","$6,889 ","$7,215 ","$8,447 ","$10,213 ","$7,690 ","$8,849 ","$10,810 ","$9,813 ","$9,684 ","$9,663 ","$7,385 ","$6,984 ","$7,230 ","$7,957 "
3,Gambia,GMB,GDP Per Capita,$594 ,$505 ,$412 ,$336 ,$643 ,$666 ,$662 ,$780 ,$925 ,$833 ,$861 ,$763 ,$743 ,$701 ,$607 ,$650 ,$684 ,$677 ,$713 
3,Ghana,GHA,GDP Per Capita,$258 ,$269 ,$305 ,$368 ,$418 ,$492 ,$912 ,"$1,078 ","$1,211 ","$1,075 ","$1,299 ","$1,549 ","$1,588 ","$2,345 ","$1,971 ","$1,744 ","$1,931 ","$2,026 ","$2,202 "
3,Guinea,GIN,GDP Per Capita,$363 ,$337 ,$344 ,$394 ,$411 ,$322 ,$453 ,$660 ,$715 ,$674 ,$672 ,$651 ,$717 ,$769 ,$787 ,$769 ,$733 ,$857 ,$983 
3,Guinea-Bissau,GNB,GDP Per Capita,$308 ,$320 ,$331 ,$371 ,$404 ,$436 ,$430 ,$493 ,$598 ,$557 ,$558 ,$703 ,$616 ,$634 ,$622 ,$603 ,$661 ,$737 ,$778 
3,Kenya,KEN,GDP Per Capita,$397 ,$395 ,$390 ,$430 ,$452 ,$512 ,$686 ,$826 ,$902 ,$905 ,$952 ,$972 ,"$1,137 ","$1,210 ","$1,316 ","$1,337 ","$1,411 ","$1,572 ","$1,708 "
3,Lesotho,LSO,GDP Per Capita,$436 ,$406 ,$382 ,$574 ,$753 ,$843 ,$905 ,$864 ,$885 ,$891 ,"$1,137 ","$1,309 ","$1,254 ","$1,194 ","$1,223 ","$1,152 ","$1,044 ","$1,150 ","$1,222 "
3,Liberia,LBR,GDP Per Capita,$307 ,$307 ,$306 ,$243 ,$286 ,$295 ,$336 ,$397 ,$478 ,$471 ,$513 ,$597 ,$658 ,$722 ,$721 ,$710 ,$715 ,$699 ,$677 
3,Madagascar,MDG,GDP Per Capita,$294 ,$334 ,$319 ,$369 ,$284 ,$320 ,$339 ,$439 ,$536 ,$468 ,$472 ,$531 ,$518 ,$541 ,$531 ,$467 ,$476 ,$515 ,$528 
3,Malawi,MWI,GDP Per Capita,$156 ,$150 ,$298 ,$267 ,$283 ,$290 ,$308 ,$332 ,$388 ,$438 ,$479 ,$535 ,$392 ,$348 ,$371 ,$381 ,$316 ,$357 ,$381 
